,category,beverage,food,Grape,ind,sodium,calories,fat,cholesterol,carbs,protein,Body,Tannin,Acid,ABV,Dryness,Fruit,Color
1429,White Wine,"Riesling, Alsace",Cheese Fondue,Riesling,20,940,670,28.9,91,9,36.5,1,0,5,1,3,3,White
1430,White Wine,Riesling,Cloves,Riesling,21,15,60,0.1,0,6,0.1,1,0,5,1,3,3,White
1431,White Wine,Riesling,Coconut,Riesling,22,241,317,19.3,67,3,8.4,1,0,5,1,3,3,White
1432,White Wine,Riesling,Coconut Milk,Riesling,23,8,102,10,0,7,1.1,1,0,5,1,3,3,White
1433,White Wine,Riesling,Coriander,Riesling,29,744,20,1.1,0,3,0.8,1,0,5,1,3,3,White
1434,White Wine,Kabinett Riesling,Cranberries and Cranberry Sauce,Riesling,33,1,95,0.1,0,2,0.3,1,0,5,1,3,3,White
1435,White Wine,Spätlese Riesling,Cranberries and Cranberry Sauce,Riesling,33,1,95,0.1,0,2,0.3,1,0,5,1,3,3,White
1436,Dessert Wine,"Ice Wine, Riesling",Cream Desserts like Custard or Pudding,Riesling,35,291,453,33.5,110,9,4.5,1,0,5,1,3,3,White
1437,Dessert Wine,"Riesling, Late Harvest",Crêpes,Riesling,37,,,,,,,1,0,5,1,3,3,White
1438,White Wine,Riesling,Cumin,Riesling,38,24,83,9.1,0,7,0.1,1,0,5,1,3,3,White
1439,White Wine,Riesling,Duck with Fruit Sauce,Riesling,43,2343,712,28.7,107,64,44.8,1,0,5,1,3,3,White
1440,White Wine,"Riesling, Auslese",Peking Duck,Riesling,46,1256,280,15.1,99,6,25.1,1,0,5,1,3,3,White
1441,White Wine,Riesling,Peking Duck,Riesling,46,1256,280,15.1,99,6,25.1,1,0,5,1,3,3,White
1442,White Wine,Riesling,Crescenza Cheese,Riesling,49,654,426,31.6,21,1,8,1,0,5,1,3,3,White
1443,White Wine,Riesling,Omelette with Ham & Mushroom,Riesling,54,738,314,21.2,415,9,24.8,1,0,5,1,3,3,White
1444,White Wine,"Riesling, Alsace",Comté Cheese,Riesling,57,654,426,31.6,21,1,8,1,0,5,1,3,3,White
1445,White Wine,Riesling,Zucchini Blossoms Fried,Riesling,58,250,267,19.6,284,3,14.5,1,0,5,1,3,3,White
1446,White Wine,Riesling,Escargot,Riesling,59,770,561,26.7,216,19,58.3,1,0,5,1,3,3,White
1447,White Wine,Riesling,Figs,Riesling,64,59,141,0.2,0,5,0.6,1,0,5,1,3,3,White
1448,White Wine,Riesling,Fish and Chips,Riesling,69,175,386,26.2,92,8,26.8,1,0,5,1,3,3,White
1449,White Wine,Riesling,Flounder,Riesling,75,777,282,15.4,63,2,24.4,1,0,5,1,3,3,White
1450,White Wine,Riesling,Fluke,Riesling,78,,,,,,,1,0,5,1,3,3,White
1451,White Wine,Riesling,Fruit Sauces,Riesling,80,1,95,0.1,0,2,0.3,1,0,5,1,3,3,White
1452,White Wine,Riesling,Garlic,Riesling,81,376,213,10.1,22,4,6.9,1,0,5,1,3,3,White
1453,White Wine,Riesling,Guavas,Riesling,88,303,383,20.1,11,6,5.3,1,0,5,1,3,3,White
1454,White Wine,Kabinett Riesling,Guavas,Riesling,88,303,383,20.1,11,6,5.3,1,0,5,1,3,3,White
1455,White Wine,"Riesling, Alsace",Haddock,Riesling,89,1565,325,15.7,103,17,27.7,1,0,5,1,3,3,White
1456,White Wine,"Riesling, Alsace",Hazelnut Desserts,Riesling,98,89,138,7.8,25,5,2.2,1,0,5,1,3,3,White
1457,White Wine,Riesling,Herring (Smoked Fish),Riesling,100,208,116,10.7,6,4,2.4,1,0,5,1,3,3,White
1458,White Wine,"Riesling, Alsace",Horseradish,Riesling,101,39,66,6.1,13,2,1,1,0,5,1,3,3,White
1459,White Wine,Riesling,Indonesian Cuisine,Riesling,105,388,238,16.3,0,9,3.4,1,0,5,1,3,3,White
1460,White Wine,Riesling,Leeks,Riesling,112,673,488,45.4,145,7,3.7,1,0,5,1,3,3,White
1461,White Wine,Riesling,Leeks,Riesling,112,673,488,45.4,145,7,3.7,1,0,5,1,3,3,White
1462,White Wine,"Riesling, Alsace",Chicken Liver,Riesling,114,203,83,7.1,65,1,4.3,1,0,5,1,3,3,White
1463,White Wine,Riesling,Melon,Riesling,120,20,70,0.2,0,1,0.8,1,0,5,1,3,3,White
1464,White Wine,Riesling,Middle Eastern Cuisine,Riesling,123,646,271,16.9,0,4,7.1,1,0,5,1,3,3,White
1465,White Wine,Riesling,Peanuts,Riesling,132,299,432,27.8,17,4,7.2,1,0,5,1,3,3,White
1466,White Wine,"Riesling, Alsace",Pike,Riesling,134,37,268,2.9,93,57,5.6,1,0,5,1,3,3,White
1467,White Wine,Riesling,Pineapple,Riesling,135,78,103,7,16,4,0.7,1,0,5,1,3,3,White
1468,White Wine,Riesling,Red Snapper,Riesling,1,1034,452,25.2,73,2,43.1,1,0,5,1,3,3,White
1469,White Wine,Riesling,Rosemary,Riesling,7,165,596,33.7,198,8,68.1,1,0,5,1,3,3,White
1470,White Wine,Riesling,Caesar Salad,Riesling,8,158,63,5,6,3,2.3,1,0,5,1,3,3,White
1471,White Wine,Riesling,Chef's Salad,Riesling,9,427,549,48.5,36,4,4.5,1,0,5,1,3,3,White
1472,White Wine,Riesling,Turkey Sandwich,Riesling,21,1817,434,16.3,83,1,25.5,1,0,5,1,3,3,White
1473,White Wine,Riesling,Bérnaise,Riesling,22,71,160,1.1,5,3,5.6,1,0,5,1,3,3,White
1474,White Wine,Riesling,Spicy Sausage,Riesling,28,2165,831,34.1,99,7,40,1,0,5,1,3,3,White
1475,White Wine,Riesling,Sea Urchin,Riesling,31,1131,561,18.5,94,6,46.9,1,0,5,1,3,3,White
1476,White Wine,"Riesling, Alsace",Sea Urchin,Riesling,31,1131,561,18.5,94,6,46.9,1,0,5,1,3,3,White
1477,White Wine,Riesling,Sesame,Riesling,32,308,349,15.2,24,3,15.9,1,0,5,1,3,3,White
1478,White Wine,Riesling,Shrimp Cocktail,Riesling,33,1415,306,4.3,345,9,47.7,1,0,5,1,3,3,White
1479,White Wine,Riesling,Skate,Riesling,35,,,,,,,1,0,5,1,3,3,White
1480,White Wine,Kabinett Riesling,Skate,Riesling,35,,,,,,,1,0,5,1,3,3,White
1481,White Wine,"Riesling, Alsace",Skate,Riesling,35,,,,,,,1,0,5,1,3,3,White
1482,White Wine,Riesling,Fish Smoked,Riesling,38,95,37,3.3,8,1,1.9,1,0,5,1,3,3,White
1483,White Wine,Riesling,Snails,Riesling,39,73,88,7.8,27,9,3.2,1,0,5,1,3,3,White
1484,White Wine,Riesling,Sorrel,Riesling,40,16,177,0.5,0,7,0.9,1,0,5,1,3,3,White
1485,White Wine,Riesling,Soufflé Sweet,Riesling,41,169,220,7.4,193,8,9.1,1,0,5,1,3,3,White
1486,White Wine,Riesling,Corn Chowder,Riesling,43,972,255,9,26,40,7.1,1,0,5,1,3,3,White
1487,White Wine,Riesling,Potato Soup,Riesling,50,1060,190,3.3,12,1,4.9,1,0,5,1,3,3,White
1488,White Wine,Frankstein Grand Cru - Riesling,Seafood Stew,Riesling,51,1035,392,20.1,178,6,23.2,1,0,5,1,3,3,White
1489,White Wine,Kabinett Riesling,Sushi Salmon,Riesling,62,1080,787,32.5,53,3,21.2,1,0,5,1,3,3,White
1490,White Wine,Riesling,Sweet Potato,Riesling,64,254,389,20.6,78,8,4.5,1,0,5,1,3,3,White
1491,White Wine,Riesling,Szechuan Food,Riesling,67,911,77,2.6,0,1,3.4,1,0,5,1,3,3,White
1492,White Wine,Spätlese Riesling,Szechuan Food,Riesling,67,911,77,2.6,0,1,3.4,1,0,5,1,3,3,White
1493,White Wine,"Riesling, Auslese",Szechuan Food,Riesling,67,911,77,2.6,0,1,3.4,1,0,5,1,3,3,White
1494,White Wine,Riesling,Teriyaki,Riesling,69,1804,105,0.7,0,2,2.3,1,0,5,1,3,3,White
1495,White Wine,Riesling,Tomatillos,Riesling,70,439,24,0.6,0,6,0.8,1,0,5,1,3,3,White
1496,White Wine,Kabinett Riesling,Trout in a Cream Sauce,Riesling,73,212,214,17.1,97,9,13.4,1,0,5,1,3,3,White
1497,White Wine,Kabinett Riesling,Tuna Carpaccio,Riesling,76,1233,458,24.7,77,3,42.1,1,0,5,1,3,3,White
1498,Dessert Wine,"Riesling, Late Harvest",Vanilla,Riesling,79,34,127,6.9,116,7,3,1,0,5,1,3,3,White
1499,White Wine,Riesling,Wiener Schnitzel,Riesling,84,810,383,9.1,127,2,33.1,1,0,5,1,3,3,White
1500,White Wine,Riesling,Vinaigrette,Riesling,88,581,130,13.8,0,2,0,1,0,5,1,3,3,White
1501,White Wine,Riesling,Walnuts,Riesling,89,261,304,22.3,49,4,9.3,1,0,5,1,3,3,White
1502,White Wine,Kabinett Riesling,Watermelon,Riesling,91,,,,,,,1,0,5,1,3,3,White
1503,White Wine,Riesling,Zucchini Blossoms,Riesling,92,278,348,28.1,0,6,5.7,1,0,5,1,3,3,White
1504,White Wine,Riesling,Kung Pao Chicken,Riesling,118,596,437,23.3,66,3,34.4,1,0,5,1,3,3,White
1505,White Wine,Riesling,Kung Pao Chicken,Riesling,118,596,437,23.3,66,3,34.4,1,0,5,1,3,3,White
1506,White Wine,Riesling,Butternut Squash Soup,Riesling,119,1081,397,33.4,83,2,7.7,1,0,5,1,3,3,White
1507,White Wine,Riesling,Chicken Wings Spicy,Riesling,125,497,364,32.4,44,7,7.9,1,0,5,1,3,3,White
1508,White Wine,Riesling,Beef Stir Fried,Riesling,127,1271,290,7.6,39,4,26.4,1,0,5,1,3,3,White
1509,White Wine,Riesling,Chicken Alfredo,Riesling,135,355,645,42.7,151,7,28.3,1,0,5,1,3,3,White
1510,White Wine,Riesling,Grapefruit Desserts,Riesling,18,8,116,0.1,0,2,0.3,1,0,5,1,3,3,White
1511,White Wine,Riesling,Broccoli Rabe,Riesling,33,53,192,17.2,1,6,4.5,1,0,5,1,3,3,White
1512,White Wine,Riesling,Brown Sugar,Riesling,34,696,356,27.2,49,9,9,1,0,5,1,3,3,White
1513,White Wine,Riesling,Milbenkäse Cheese,Riesling,35,654,426,31.6,21,1,8,1,0,5,1,3,3,White
1514,White Wine,Riesling,Angel Food Cake,Riesling,37,74,137,0.1,0,9,3.4,1,0,5,1,3,3,White
1515,White Wine,Riesling,Cantaloupe,Riesling,44,139,176,0.3,0,3,1.5,1,0,5,1,3,3,White
1516,White Wine,Riesling,Caraway Seeds,Riesling,45,210,73,3.6,0,4,1.5,1,0,5,1,3,3,White
1517,White Wine,Riesling,Celery Root,Riesling,48,233,139,9.2,28,7,2.5,1,0,5,1,3,3,White
1518,White Wine,Riesling,Brick Cheese,Riesling,54,654,426,31.6,21,1,8,1,0,5,1,3,3,White
1519,White Wine,Riesling,Double Gloucester Cheese,Riesling,63,354,426,29,108,5,7.2,1,0,5,1,3,3,White
1520,White Wine,"Riesling, Alsace",Garrotxa Cheese,Riesling,65,654,426,31.6,21,1,8,1,0,5,1,3,3,White
1521,White Wine,Riesling,Vermont Shepherd Cheese,Riesling,77,301,517,28.3,132,2,29.2,1,0,5,1,3,3,White
1522,White Wine,"Riesling, Alsace",Hash Chicken,Riesling,82,627,321,27.8,61,9,7.9,1,0,5,1,3,3,White
1523,White Wine,Kabinett Riesling,Chicken with Miso,Riesling,83,1869,460,9,109,7,37.5,1,0,5,1,3,3,White
1524,White Wine,Riesling,Poached Chicken,Riesling,85,887,450,38.4,76,1,18.5,1,0,5,1,3,3,White
1525,White Wine,Riesling,Stir Fried Chicken,Riesling,87,1067,260,16.1,36,7,16.4,1,0,5,1,3,3,White
1526,White Wine,Riesling,Anaheim Chilie,Riesling,92,1246,347,19.9,68,6,21.4,1,0,5,1,3,3,White
1527,White Wine,Riesling,Poblano Chilie,Riesling,97,660,376,20.7,63,7,24.2,1,0,5,1,3,3,White
1528,White Wine,Kabinett Riesling,Serrano Chilie,Riesling,98,1246,347,19.9,68,6,21.4,1,0,5,1,3,3,White
1529,White Wine,"Riesling, Spätlese ",Thai Chilie,Riesling,99,5,34,0,0,7,0,1,0,5,1,3,3,White
1530,White Wine,Riesling,Grilled Crayfish / Crawfish,Riesling,110,956,264,14,196,9,24.9,1,0,5,1,3,3,White
1531,White Wine,Kabinett Riesling,Cucumber,Riesling,112,1751,238,9.4,0,1,5.8,1,0,5,1,3,3,White
1532,White Wine,Riesling,Egg Rolls,Riesling,131,751,275,8.4,84,2,20.5,1,0,5,1,3,3,White
1533,White Wine,"Riesling, Spätlese ",Huevos Rancheros,Riesling,135,1194,494,32.9,247,2,26.6,1,0,5,1,3,3,White
1534,White Wine,Riesling,Enchiladas,Riesling,137,639,755,46,150,5,36.3,1,0,5,1,3,3,White
1535,White Wine,Riesling,Baked Fish,Riesling,142,529,311,17.6,69,3,27.6,1,0,5,1,3,3,White
1536,White Wine,"Riesling, Alsace",Broiled Fish,Riesling,144,220,224,12.8,63,8,25.4,1,0,5,1,3,3,White
1537,White Wine,"Riesling, Spätlese ",Fish with Curry Sauce,Riesling,145,523,203,10.6,56,9,17.6,1,0,5,1,3,3,White
1538,White Wine,"Riesling, Alsace",Hoja Santa,Riesling,174,2402,525,15.3,72,5,31.3,1,0,5,1,3,3,White
1539,White Wine,Riesling,Honey,Riesling,175,225,159,14.8,7,3,0.4,1,0,5,1,3,3,White
1540,Dessert Wine,"Riesling, Late Harvest",Honey Desserts,Riesling,176,225,159,14.8,7,3,0.4,1,0,5,1,3,3,White
1541,White Wine,"Riesling, Alsace",Hunan Cuisine,Riesling,179,388,238,16.3,0,9,3.4,1,0,5,1,3,3,White
1542,White Wine,Spätlese Riesling,Hunan Cuisine,Riesling,179,388,238,16.3,0,9,3.4,1,0,5,1,3,3,White
1543,White Wine,Spätlese Riesling,Indian Cuisine Kebab,Riesling,181,665,304,22.6,76,7,20.1,1,0,5,1,3,3,White
1544,White Wine,Kabinett Riesling,Korean Cuisine,Riesling,184,1157,232,13.2,27,4,16.2,1,0,5,1,3,3,White
1545,White Wine,Kabinett Riesling,Korean Cuisine,Riesling,184,1157,232,13.2,27,4,16.2,1,0,5,1,3,3,White
1546,White Wine,Riesling,Sage,Riesling,240,1342,527,28.9,155,7,28.6,1,0,5,1,3,3,White
1547,White Wine,Riesling,Yogurt Sauces,Riesling,35,162,35,2.5,6,9,1.6,1,0,5,1,3,3,White
1548,White Wine,Riesling,Yogurt,Riesling,36,590,523,29.9,169,8,55.2,1,0,5,1,3,3,White
1549,White Wine,Riesling,Turkey Hash,Riesling,44,815,292,13.4,62,2,25.4,1,0,5,1,3,3,White
1550,White Wine,"Riesling, Alsace",Turkey Hash,Riesling,44,815,292,13.4,62,2,25.4,1,0,5,1,3,3,White
1551,White Wine,Riesling,Turkey Leftovers,Riesling,45,532,120,4,33,6,11.9,1,0,5,1,3,3,White
1552,White Wine,Riesling,Tuna Ceviche,Riesling,47,1233,458,24.7,77,3,42.1,1,0,5,1,3,3,White
1553,White Wine,Kabinett Riesling,Trout in a Butter Sauce,Riesling,48,1031,228,13.2,60,3,22.6,1,0,5,1,3,3,White
1554,White Wine,Riesling,Sushi Eel,Riesling,59,861,557,10.3,351,1,35,1,0,5,1,3,3,White
1555,White Wine,Riesling,Acorn Squash,Riesling,73,51,189,6,15,8,1.8,1,0,5,1,3,3,White
1556,White Wine,Riesling,Spaghetti Squash,Riesling,74,414,236,12.5,58,8,18,1,0,5,1,3,3,White
1557,White Wine,Riesling,Sweet Potato Soup,Riesling,75,1282,373,18.9,41,8,11.5,1,0,5,1,3,3,White
1558,White Wine,Riesling,Soba Noodles,Riesling,90,1734,586,14.9,0,8,21.3,1,0,5,1,3,3,White
1559,White Wine,Riesling,Shellfish with Mayonnaise Based Sauce,Riesling,92,1441,707,41.2,100,7,25.1,1,0,5,1,3,3,White
1560,White Wine,Riesling,Seafood in a Curry Sauce,Riesling,94,1111,581,17.4,75,7,42.4,1,0,5,1,3,3,White
1561,White Wine,Riesling,Chicken Sausage,Riesling,98,1288,664,45.8,153,2,33.8,1,0,5,1,3,3,White
1562,White Wine,Riesling,Black Bean Sauce,Riesling,100,340,141,8.6,22,6,8.3,1,0,5,1,3,3,White
1563,White Wine,Riesling,Sandwiches,Riesling,106,623,393,23.8,22,5,9.2,1,0,5,1,3,3,White
1564,White Wine,Riesling,Asian Style Salad,Riesling,120,624,372,30.7,12,4,5.9,1,0,5,1,3,3,White
1565,White Wine,"Riesling, Alsace",Redfish Blackened,Riesling,126,1233,458,24.7,77,3,42.1,1,0,5,1,3,3,White
1566,White Wine,Riesling,Papaya,Riesling,137,373,263,8.1,0,1,7.5,1,0,5,1,3,3,White
1567,White Wine,Riesling,Chanterelle Mushrooms,Riesling,142,841,242,16.9,42,8,4.9,1,0,5,1,3,3,White
1568,Red Wine,Pinot Noir,Goat Cheese,Pinot Noir,1,654,426,31.6,21,1,8,3,2,4,3,2,3,Red
1569,Red Wine,"Burgundy, Red",Muenster Cheese,Pinot Noir,2,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1570,Red Wine,"Burgundy, Red",Roquefort Cheese,Pinot Noir,3,654,426,31.6,21,1,8,3,2,4,3,2,3,Red
1571,Red Wine,Pinot Noir,Foie Gras,Pinot Noir,9,146,534,23.8,60,2,4.6,3,2,4,3,2,3,Red
1572,Red Wine,"Burgundy, Red",Foie Gras,Pinot Noir,9,146,534,23.8,60,2,4.6,3,2,4,3,2,3,Red
1573,Red Wine,"Burgundy, Red",Hamburgers,Pinot Noir,10,2092,600,30.1,70,3,30.8,3,2,4,3,2,3,Red
1574,Red Wine,Pinot Noir,Hamburgers,Pinot Noir,10,2092,600,30.1,70,3,30.8,3,2,4,3,2,3,Red
1575,Red Wine,Pinot Noir,Lobster,Pinot Noir,12,2036,742,60.9,169,3,44.3,3,2,4,3,2,3,Red
1576,Red Wine,Pinot Noir,Salmon,Pinot Noir,16,981,678,45.8,179,7,61.3,3,2,4,3,2,3,Red
1577,Red Wine,"Burgundy, Red",Salmon,Pinot Noir,16,981,678,45.8,179,7,61.3,3,2,4,3,2,3,Red
1578,Red Wine,"Burgundy, Red",Steak,Pinot Noir,20,1157,232,13.2,27,4,16.2,3,2,4,3,2,3,Red
1579,Red Wine,Pinot Noir,Thai Cuisine,Pinot Noir,21,388,238,16.3,0,9,3.4,3,2,4,3,2,3,Red
1580,Red Wine,"Burgundy, Red",Truffles,Pinot Noir,22,,,,,,,3,2,4,3,2,3,Red
1581,Red Wine,Pinot Noir,Truffles,Pinot Noir,22,,,,,,,3,2,4,3,2,3,Red
1582,Red Wine,Pinot Noir,Venison,Pinot Noir,23,,,,,,,3,2,4,3,2,3,Red
1583,Red Wine,Pinot Noir,Tacos,Pinot Noir,25,185,5,0.2,0,9,0.2,3,2,4,3,2,3,Red
1584,Red Wine,Pinot Noir,Pork Tacos,Pinot Noir,26,533,384,15.6,63,7,21.3,3,2,4,3,2,3,Red
1585,Red Wine,Pinot Noir,Tuna Steak,Pinot Noir,27,1233,458,24.7,77,3,42.1,3,2,4,3,2,3,Red
1586,Red Wine,"Burgundy, Red",Prosciutto wrapped Roasted Chicken,Pinot Noir,40,422,335,17.9,81,7,24.2,3,2,4,3,2,3,Red
1587,Red Wine,Pinot Noir,Asian Cuisine,Pinot Noir,41,388,238,16.3,0,9,3.4,3,2,4,3,2,3,Red
1588,Red Wine,Pinot Noir,Bacon,Pinot Noir,44,458,163,10.5,26,7,6.5,3,2,4,3,2,3,Red
1589,Red Wine,"Burgundy, Red",Bacon,Pinot Noir,44,458,163,10.5,26,7,6.5,3,2,4,3,2,3,Red
1590,Red Wine,"Burgundy, Red",Beef Prime Rib,Pinot Noir,46,343,1757,160.6,362,1,72.5,3,2,4,3,2,3,Red
1591,Red Wine,Pinot Noir,Beef Prime Rib,Pinot Noir,46,343,1757,160.6,362,1,72.5,3,2,4,3,2,3,Red
1592,Red Wine,"Burgundy, Red",Beef,Pinot Noir,48,1605,528,24.6,96,1,29.4,3,2,4,3,2,3,Red
1593,Red Wine,Pinot Noir,Beef,Pinot Noir,48,1605,528,24.6,96,1,29.4,3,2,4,3,2,3,Red
1594,Red Wine,"Burgundy, Red",Beef Braised,Pinot Noir,49,739,490,38.6,86,3,22.4,3,2,4,3,2,3,Red
1595,Red Wine,"Burgundy, Red",Roast Beef,Pinot Noir,51,149,489,25,173,8,56.8,3,2,4,3,2,3,Red
1596,Red Wine,Pinot Noir,Roast Beef,Pinot Noir,51,149,489,25,173,8,56.8,3,2,4,3,2,3,Red
1597,Red Wine,Pinot Noir,Beef Stew,Pinot Noir,53,436,401,21.2,79,9,27.2,3,2,4,3,2,3,Red
1598,Red Wine,"Burgundy, Red",Beef Wellington,Pinot Noir,54,434,744,57.2,131,6,26.2,3,2,4,3,2,3,Red
1599,Red Wine,Pinot Noir,Beef Wellington,Pinot Noir,54,434,744,57.2,131,6,26.2,3,2,4,3,2,3,Red
1600,Red Wine,Pinot Noir,Beets,Pinot Noir,55,107,347,26.1,7,25,5.3,3,2,4,3,2,3,Red
1601,Red Wine,Pinot Noir,Brie Cheese,Pinot Noir,67,264,286,19.5,28,1,8.6,3,2,4,3,2,3,Red
1602,Red Wine,Pinot Noir,Camembert Cheese,Pinot Noir,69,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1603,Red Wine,"Burgundy, Red",Camembert Cheese,Pinot Noir,69,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1604,Red Wine,Pinot Noir,Cheddar Cheese,Pinot Noir,71,654,426,31.6,21,1,8,3,2,4,3,2,3,Red
1605,Red Wine,Pinot Noir,Edam Cheese,Pinot Noir,73,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1606,Red Wine,Pinot Noir,Feta Cheese,Pinot Noir,74,800,318,21.9,123,6,25.5,3,2,4,3,2,3,Red
1607,Red Wine,"Burgundy, Red",Fourme D'ambert Cheese,Pinot Noir,76,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1608,Red Wine,"Burgundy, Red",Gruyere Cheese,Pinot Noir,79,654,426,31.6,21,1,8,3,2,4,3,2,3,Red
1609,Red Wine,Pinot Noir,Gruyere Cheese,Pinot Noir,79,654,426,31.6,21,1,8,3,2,4,3,2,3,Red
1610,Red Wine,Pinot Noir,Mozzarella Cheese,Pinot Noir,83,805,400,22.5,83,5,19.4,3,2,4,3,2,3,Red
1611,Red Wine,"Burgundy, Red",Pont-L'eveque Cheese,Pinot Noir,88,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1612,Red Wine,Pinot Noir,Pont-L'eveque Cheese,Pinot Noir,88,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1613,Red Wine,Pinot Noir,Reblochon Cheese,Pinot Noir,89,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1614,Red Wine,"Burgundy, Red",Reblochon Cheese,Pinot Noir,89,60,387,30.5,216,7,6.6,3,2,4,3,2,3,Red
1615,Red Wine,Pinot Noir,Cherry,Pinot Noir,95,54,95,4.8,18,8,1.3,3,2,4,3,2,3,Red
1616,Red Wine,Pinot Noir,Chicken,Pinot Noir,96,980,328,23.4,106,2,17.9,3,2,4,3,2,3,Red
1617,Red Wine,"Burgundy, Red",Coq Au Vin,Pinot Noir,99,88,92,3.3,9,8,3.2,3,2,4,3,2,3,Red
1618,Red Wine,Pinot Noir,Coq Au Vin,Pinot Noir,99,88,92,3.3,9,8,3.2,3,2,4,3,2,3,Red
1619,Red Wine,"Burgundy, Red",Roasted Chicken,Pinot Noir,1,662,423,32.1,97,2,30.9,3,2,4,3,2,3,Red
1620,Red Wine,Pinot Noir,Roasted Chicken,Pinot Noir,1,662,423,32.1,97,2,30.9,3,2,4,3,2,3,Red
1621,Red Wine,Pinot Noir,Cornbread,Pinot Noir,12,318,284,12.2,59,1,4.8,3,2,4,3,2,3,Red
1622,Red Wine,Pinot Noir,Duck,Pinot Noir,31,1538,625,45.1,280,1,51.8,3,2,4,3,2,3,Red
1623,Red Wine,"Burgundy, Red",Duck,Pinot Noir,31,1538,625,45.1,280,1,51.8,3,2,4,3,2,3,Red
1624,Red Wine,Pinot Noir,Duck Confit,Pinot Noir,32,1538,625,45.1,280,1,51.8,3,2,4,3,2,3,Red
1625,Red Wine,Pinot Noir,Duck L'Orange,Pinot Noir,33,346,297,10.7,222,8,43.2,3,2,4,3,2,3,Red
1626,Red Wine,Pinot Noir,Roasted Duck,Pinot Noir,34,1538,625,45.1,280,1,51.8,3,2,4,3,2,3,Red
1627,Red Wine,"Burgundy, Red",Roasted Duck,Pinot Noir,34,1538,625,45.1,280,1,51.8,3,2,4,3,2,3,Red
1628,Red Wine,"Musigny, Red",Roasted Duck,Pinot Noir,34,1538,625,45.1,280,1,51.8,3,2,4,3,2,3,Red
1629,Red Wine,Pinot Noir,Fennel,Pinot Noir,39,1400,448,21.3,82,5,29.7,3,2,4,3,2,3,Red
1630,Red Wine,Pinot Noir,Fish,Pinot Noir,40,981,678,45.8,179,7,61.3,3,2,4,3,2,3,Red
1631,Red Wine,"Burgundy, Red",Fish,Pinot Noir,40,981,678,45.8,179,7,61.3,3,2,4,3,2,3,Red
1632,Red Wine,Pinot Noir,Game,Pinot Noir,46,,,,,,,3,2,4,3,2,3,Red
1633,Red Wine,"Musigny, Red",Game Roasted,Pinot Noir,49,,,,,,,3,2,4,3,2,3,Red
1634,Red Wine,Pinot Noir,Ginger,Pinot Noir,51,303,211,8.7,51,8,2.4,3,2,4,3,2,3,Red
1635,Red Wine,Pinot Noir,Grilled Dishes,Pinot Noir,54,980,328,23.4,106,2,17.9,3,2,4,3,2,3,Red
1636,Red Wine,Pinot Noir,Halibut,Pinot Noir,58,149,613,45.6,164,1,40.9,3,2,4,3,2,3,Red
1637,Red Wine,Pinot Noir,Ham,Pinot Noir,59,394,195,10.5,30,5,6.1,3,2,4,3,2,3,Red
1638,Red Wine,"Burgundy, Red",Ham,Pinot Noir,59,394,195,10.5,30,5,6.1,3,2,4,3,2,3,Red
1639,Red Wine,Pinot Noir,Hot Dogs,Pinot Noir,64,651,539,33.2,65,5,20.4,3,2,4,3,2,3,Red
1640,Red Wine,"Burgundy, Red",Kidneys,Pinot Noir,68,1159,334,14.8,0,7,11.2,3,2,4,3,2,3,Red
1641,Red Wine,Pinot Noir,Kidneys,Pinot Noir,68,1159,334,14.8,0,7,11.2,3,2,4,3,2,3,Red
1642,Red Wine,Pinot Noir,Lamb,Pinot Noir,69,1369,481,40.8,94,6,22.2,3,2,4,3,2,3,Red
1643,Red Wine,"Musigny, Red",Lamb,Pinot Noir,69,1369,481,40.8,94,6,22.2,3,2,4,3,2,3,Red
1644,Red Wine,"Burgundy, Red",Lamb,Pinot Noir,69,1369,481,40.8,94,6,22.2,3,2,4,3,2,3,Red
1645,Red Wine,"Burgundy, Red",Lamb,Pinot Noir,69,1369,481,40.8,94,6,22.2,3,2,4,3,2,3,Red
1646,Red Wine,Pinot Noir,Roasted Lamb,Pinot Noir,72,1369,481,40.8,94,6,22.2,3,2,4,3,2,3,Red
1647,Red Wine,Pinot Noir,Roasted Lamb,Pinot Noir,72,1369,481,40.8,94,6,22.2,3,2,4,3,2,3,Red
1648,Red Wine,Pinot Noir,Macaroni and Cheese,Pinot Noir,78,1279,746,56.1,70,4,22.1,3,2,4,3,2,3,Red
1649,Red Wine,Pinot Noir,Meatloaf,Pinot Noir,81,1227,409,22.7,155,3,28.4,3,2,4,3,2,3,Red
1650,Red Wine,Pinot Noir,Mint,Pinot Noir,83,222,364,15.9,41,6,3.7,3,2,4,3,2,3,Red
1651,Red Wine,Pinot Noir,Monkfish,Pinot Noir,84,693,418,34.2,28,11,20,3,2,4,3,2,3,Red
1652,Red Wine,"Burgundy, Red",Mushrooms,Pinot Noir,85,1131,431,16.6,29,6,11.3,3,2,4,3,2,3,Red
